0,0.002506265664160401,0.002967359050445104,0.002544529262086514,0.0025906735751295338,0.002631578947368421,0.002570694087403599,0.0025906735751295338,0.003105590062111801,0.0027100271002710027,

0,0,0.0032679738562091504,0.0019193857965451055,0.0021008403361344537,0.0020242914979757085,0.002070393374741201,0.0019342359767891683,0.002583979328165375,0.002136752136752137,

0,0,0,0.0033112582781456954,0.003246753246753247,0.003436426116838488,0.0033333333333333335,0.0033333333333333335,0.0035460992907801418,0.0033444816053511705,

0,0,0,0,0.002061855670103093,0.002,0.00211864406779661,0.001718213058419244,0.002570694087403599,0.0020491803278688526,

0,0,0,0,0,0.0021413276231263384,0.0022271714922048997,0.002074688796680498,0.0027100271002710027,0.002207505518763797,

0,0,0,0,0,0,0.0019455252918287938,0.002012072434607646,0.0028169014084507044,0.002232142857142857,

0,0,0,0,0,0,0,0.002136752136752137,0.0029411764705882353,0.0022624434389140274,

0,0,0,0,0,0,0,0,0.0025906735751295338,0.00205761316872428,

0,0,0,0,0,0,0,0,0,0.002717391304347826,

0,0,0,0,0,0,0,0,0,0,

